experiment,well,exclude,sample,assay,role,cq,copies,thresholdSetting,thresholdCq,baselineSetting,baselineStart,baselineEnd
samples-template-niloticus_Aug19_2021_012531PM,F5,Excluded,MG04/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug19_2021_012531PM,F6,,MG06/02 (1:1),niloticus,Unknown,36.8886811680494,2.12934409575298,Auto,0.249,Auto,3,32
samples-template-niloticus_Aug19_2021_012531PM,F7,,MG07/01 (1:1),niloticus,Unknown,33.1552322982433,26.8431851694478,Auto,0.249,Auto,3,30
samples-template-niloticus_Aug19_2021_012531PM,F8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,A1,,MG07/03 (1:1),niloticus,Unknown,33.534406528145,20.7518484825609,Auto,0.249,Auto,3,31
samples-template-niloticus_Aug20_2021_011814PM,A2,,MG08/02 (1:1),niloticus,Unknown,37.7188983571238,1.21200679226979,Auto,0.249,Auto,3,34
samples-template-niloticus_Aug20_2021_011814PM,A3,Excluded,MG09/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,A4,Excluded,MG15/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,A5,,MG23/02 (1:1),niloticus,Unknown,32.4160064155202,44.3354781915655,Auto,0.249,Auto,3,30
samples-template-niloticus_Aug20_2021_011814PM,A6,,MG27/02 (1:1),niloticus,Unknown,33.8614840119712,16.620236341408,Auto,0.249,Auto,3,32
samples-template-niloticus_Aug20_2021_011814PM,A7,,MG34/03 (1:5),niloticus,Unknown,29.5368988313867,312.958843917949,Auto,0.249,Auto,3,27
samples-template-niloticus_Aug20_2021_011814PM,A8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,B1,,MG07/03 (1:1),niloticus,Unknown,31.8954349433031,63.12644486947,Auto,0.249,Auto,3,29
samples-template-niloticus_Aug20_2021_011814PM,B2,,MG08/02 (1:1),niloticus,Unknown,34.8546312221069,8.46966143738575,Auto,0.249,Auto,3,32
samples-template-niloticus_Aug20_2021_011814PM,B3,Excluded,MG09/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,B4,Excluded,MG15/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,B5,,MG23/02 (1:1),niloticus,Unknown,32.8876105209424,32.1904179570678,Auto,0.249,Auto,3,30
samples-template-niloticus_Aug20_2021_011814PM,B6,,MG27/02 (1:1),niloticus,Unknown,32.240090241398,49.9585646781525,Auto,0.249,Auto,3,30
samples-template-niloticus_Aug20_2021_011814PM,B7,,MG34/03 (1:5),niloticus,Unknown,29.6432871532783,291.155419526668,Auto,0.249,Auto,3,26
samples-template-niloticus_Aug20_2021_011814PM,B8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,C1,,MG07/03 (1:1),niloticus,Unknown,32.47947898411,42.4658906199971,Auto,0.249,Auto,3,30
samples-template-niloticus_Aug20_2021_011814PM,C2,Excluded,MG08/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,C3,Excluded,MG09/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,C4,Excluded,MG15/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,C5,,MG23/02 (1:1),niloticus,Unknown,32.7756418059408,34.7323378787746,Auto,0.249,Auto,3,30
samples-template-niloticus_Aug20_2021_011814PM,C6,,MG27/02 (1:1),niloticus,Unknown,34.0612239936574,14.5129463170092,Auto,0.249,Auto,3,31
samples-template-niloticus_Aug20_2021_011814PM,C7,,MG34/03 (1:5),niloticus,Unknown,29.8910735974957,246.08185589256,Auto,0.249,Auto,3,27
samples-template-niloticus_Aug20_2021_011814PM,C8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,D1,,MG08/01 (1:1),niloticus,Unknown,34.3526806174414,11.9079421305673,Auto,0.249,Auto,3,32
samples-template-niloticus_Aug20_2021_011814PM,D2,Excluded,MG09/01 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,D3,Excluded,MG09/03 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,D4,,MG23/01 (1:1),niloticus,Unknown,33.1731959504152,26.5178627874131,Auto,0.249,Auto,3,31
samples-template-niloticus_Aug20_2021_011814PM,D5,,MG27/01 (1:1),niloticus,Unknown,34.6343239235556,9.83582340229529,Auto,0.249,Auto,3,32
samples-template-niloticus_Aug20_2021_011814PM,D6,,MG27/03 (1:1),niloticus,Unknown,35.190746646381,6.74189759646272,Auto,0.249,Auto,3,33
samples-template-niloticus_Aug20_2021_011814PM,D7,Excluded,field control 30/10 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,D8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,E1,,MG08/01 (1:1),niloticus,Unknown,35.2345591796208,6.54435121607021,Auto,0.249,Auto,3,32
samples-template-niloticus_Aug20_2021_011814PM,E2,Excluded,MG09/01 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,E3,Excluded,MG09/03 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,E4,,MG23/01 (1:1),niloticus,Unknown,31.9500449272198,60.8292951420325,Auto,0.249,Auto,3,29
samples-template-niloticus_Aug20_2021_011814PM,E5,,MG27/01 (1:1),niloticus,Unknown,33.7219164006086,18.2717654241624,Auto,0.249,Auto,3,31
samples-template-niloticus_Aug20_2021_011814PM,E6,,MG27/03 (1:1),niloticus,Unknown,34.7027473826312,9.38944847286758,Auto,0.249,Auto,3,32
samples-template-niloticus_Aug20_2021_011814PM,E7,Excluded,field control 30/10 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,E8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,F1,,MG08/01 (1:1),niloticus,Unknown,35.1271645284318,7.03923730210648,Auto,0.249,Auto,3,32
samples-template-niloticus_Aug20_2021_011814PM,F2,Excluded,MG09/01 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,F3,Excluded,MG09/03 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,F4,,MG23/01 (1:1),niloticus,Unknown,32.5923377152721,39.3342130823995,Auto,0.249,Auto,3,30
samples-template-niloticus_Aug20_2021_011814PM,F5,,MG27/01 (1:1),niloticus,Unknown,33.5807430214998,20.1093111168527,Auto,0.249,Auto,3,31
samples-template-niloticus_Aug20_2021_011814PM,F6,,MG27/03 (1:1),niloticus,Unknown,35.1509462843402,6.92651775263552,Auto,0.249,Auto,3,33
samples-template-niloticus_Aug20_2021_011814PM,F7,Excluded,field control 30/10 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug20_2021_011814PM,F8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,A1,Excluded,12.06.19/05 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,A2,Excluded,12.06.19/07 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,A3,Excluded,13.06.19/06 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,A4,Excluded,MG01/01 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,A5,Excluded,MG01/03 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,A6,,MG04/01 (1:1),niloticus,Unknown,33.5008135518627,21.2304746854829,Auto,0.249,Auto,3,31
samples-template-niloticus_Aug27_2021_123740PM,A7,Excluded,MG08/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,A8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,B1,Excluded,12.06.19/05 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,B2,Excluded,12.06.19/07 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,B3,Excluded,13.06.19/06 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,B4,Excluded,MG01/01 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,B5,Excluded,MG01/03 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,B6,,MG04/01 (1:1),niloticus,Unknown,33.1619088054624,26.7218099616511,Auto,0.249,Auto,3,30
samples-template-niloticus_Aug27_2021_123740PM,B7,,MG08/02 (1:1),niloticus,Unknown,34.59209634714,10.1218301237209,Auto,0.249,Auto,3,32
samples-template-niloticus_Aug27_2021_123740PM,B8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,C1,Excluded,12.06.19/05 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,C2,Excluded,12.06.19/07 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,C3,Excluded,13.06.19/06 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,C4,Excluded,MG01/01 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,C5,Excluded,MG01/03 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,C6,,MG04/01 (1:1),niloticus,Unknown,35.4445521940576,5.67495585434324,Auto,0.249,Auto,3,33
samples-template-niloticus_Aug27_2021_123740PM,C7,,MG08/02 (1:1),niloticus,Unknown,35.2310990262751,6.5597399322109,Auto,0.249,Auto,3,32
samples-template-niloticus_Aug27_2021_123740PM,C8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,D1,Excluded,12.06.19/06 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,D2,Excluded,13.06.19/05 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,D3,Excluded,13.06.19/07 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,D4,Excluded,MG01/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,D5,Excluded,MG02/03 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,D6,,MG04/02 (1:1),niloticus,Unknown,32.6185386823114,38.6408480513889,Auto,0.249,Auto,3,30
samples-template-niloticus_Aug27_2021_123740PM,D7,Excluded,MG09/01 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,D8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,E1,Excluded,12.06.19/06 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,E2,Excluded,13.06.19/05 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,E3,Excluded,13.06.19/07 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,E4,Excluded,MG01/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,E5,Excluded,MG02/03 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,E6,,MG04/02 (1:1),niloticus,Unknown,34.9300351073104,8.04706745738491,Auto,0.249,Auto,3,31
samples-template-niloticus_Aug27_2021_123740PM,E7,Excluded,MG09/01 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,E8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,F1,Excluded,12.06.19/06 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,F2,Excluded,13.06.19/05 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,F3,Excluded,13.06.19/07 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,F4,Excluded,MG01/02 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,F5,Excluded,MG02/03 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,F6,,MG04/02 (1:1),niloticus,Unknown,34.2230972951944,13.0027960255407,Auto,0.249,Auto,3,31
samples-template-niloticus_Aug27_2021_123740PM,F7,Excluded,MG09/01 (1:1),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Aug27_2021_123740PM,F8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,A1,,10.06.19/01 (1:5),niloticus,Unknown,27.0242028820223,1722.69384885681,Auto,0.249,Auto,3,24
samples-template-niloticus_Jun24_2021_042129PM,A2,,10.06.19/03 (1:5),niloticus,Unknown,27.6562553934678,1121.72017054958,Auto,0.249,Auto,3,25
samples-template-niloticus_Jun24_2021_042129PM,A3,Excluded,11.06.19/02 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,A4,,11.06.19/04 (1:5),niloticus,Unknown,32.6636829730729,37.4747294144385,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun24_2021_042129PM,A5,,11.06.19/06 (1:5),niloticus,Unknown,32.6859789070503,36.9118539359413,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun24_2021_042129PM,A6,,11.06.19/08 (1:5),niloticus,Unknown,31.3079019110464,94.0612943519558,Auto,0.249,Auto,3,29
samples-template-niloticus_Jun24_2021_042129PM,A7,,11.06.19/10 (1:5),niloticus,Unknown,31.4835781570468,83.487820542931,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun24_2021_042129PM,A8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,B1,,10.06.19/01 (1:5),niloticus,Unknown,26.4520181301357,2540.28932237115,Auto,0.249,Auto,3,24
samples-template-niloticus_Jun24_2021_042129PM,B2,,10.06.19/03 (1:5),niloticus,Unknown,27.5279933526984,1223.75664063076,Auto,0.249,Auto,3,25
samples-template-niloticus_Jun24_2021_042129PM,B3,Excluded,11.06.19/02 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,B4,,11.06.19/04 (1:5),niloticus,Unknown,32.5383476346022,40.8024528427926,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun24_2021_042129PM,B5,,11.06.19/06 (1:5),niloticus,Unknown,34.1212936714597,13.9330941301694,Auto,0.249,Auto,3,32
samples-template-niloticus_Jun24_2021_042129PM,B6,,11.06.19/08 (1:5),niloticus,Unknown,30.9894019489751,116.762118086769,Auto,0.249,Auto,3,29
samples-template-niloticus_Jun24_2021_042129PM,B7,,11.06.19/10 (1:5),niloticus,Unknown,32.2043792089768,51.1843572191995,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun24_2021_042129PM,B8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,C1,,10.06.19/01 (1:5),niloticus,Unknown,26.6064617050883,2287.46555136279,Auto,0.249,Auto,3,23
samples-template-niloticus_Jun24_2021_042129PM,C2,,10.06.19/03 (1:5),niloticus,Unknown,27.4754115042428,1268.22331297827,Auto,0.249,Auto,3,25
samples-template-niloticus_Jun24_2021_042129PM,C3,Excluded,11.06.19/02 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,C4,,11.06.19/04 (1:5),niloticus,Unknown,32.0658566699082,56.2305707081029,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun24_2021_042129PM,C5,,11.06.19/06 (1:5),niloticus,Unknown,32.8623122303256,32.7479660303281,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun24_2021_042129PM,C6,,11.06.19/08 (1:5),niloticus,Unknown,31.3782174838382,89.6773017250884,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun24_2021_042129PM,C7,,11.06.19/10 (1:5),niloticus,Unknown,30.494441798978,163.384895427218,Auto,0.249,Auto,3,29
samples-template-niloticus_Jun24_2021_042129PM,C8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,D1,,10.06.19/02 (1:5),niloticus,Unknown,27.5449800557214,1209.72743347658,Auto,0.249,Auto,3,25
samples-template-niloticus_Jun24_2021_042129PM,D2,Excluded,11.06.19/01 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,D3,,11.06.19/03 (1:5),niloticus,Unknown,33.7771240750343,17.5997204499496,Auto,0.249,Auto,3,32
samples-template-niloticus_Jun24_2021_042129PM,D4,,11.06.19/05 (1:5),niloticus,Unknown,32.2940270682676,48.1625913616698,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun24_2021_042129PM,D5,Excluded,11.06.19/07 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,D6,,11.06.19/09 (1:5),niloticus,Unknown,31.3331503271278,92.4629909261311,Auto,0.249,Auto,3,29
samples-template-niloticus_Jun24_2021_042129PM,D7,,12.06.19/01 (1:5),niloticus,Unknown,32.0479803061692,56.9170375577321,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun24_2021_042129PM,D8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,E1,,10.06.19/02 (1:5),niloticus,Unknown,27.3078919569617,1420.9507818818,Auto,0.249,Auto,3,24
samples-template-niloticus_Jun24_2021_042129PM,E2,Excluded,11.06.19/01 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,E3,,11.06.19/03 (1:5),niloticus,Unknown,34.1200292868314,13.9450572234549,Auto,0.249,Auto,3,32
samples-template-niloticus_Jun24_2021_042129PM,E4,Excluded,11.06.19/05 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,E5,Excluded,11.06.19/07 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,E6,,11.06.19/09 (1:5),niloticus,Unknown,30.361370054619,178.829966562727,Auto,0.249,Auto,3,28
samples-template-niloticus_Jun24_2021_042129PM,E7,,12.06.19/01 (1:5),niloticus,Unknown,32.2168495764016,50.7529275035282,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun24_2021_042129PM,E8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,F1,,10.06.19/02 (1:5),niloticus,Unknown,27.1853198902161,1544.23080857571,Auto,0.249,Auto,3,24
samples-template-niloticus_Jun24_2021_042129PM,F2,Excluded,11.06.19/01 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,F3,,11.06.19/03 (1:5),niloticus,Unknown,32.4849337630643,42.3089468924917,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun24_2021_042129PM,F4,,11.06.19/05 (1:5),niloticus,Unknown,35.1899656653246,6.74547253107188,Auto,0.249,Auto,3,32
samples-template-niloticus_Jun24_2021_042129PM,F5,Excluded,11.06.19/07 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun24_2021_042129PM,F6,,11.06.19/09 (1:5),niloticus,Unknown,30.1513534610778,206.229769973054,Auto,0.249,Auto,3,28
samples-template-niloticus_Jun24_2021_042129PM,F7,,12.06.19/01 (1:5),niloticus,Unknown,32.5004365603814,41.8660633152598,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun24_2021_042129PM,F8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,A1,,12.06.19/02 (1:5),niloticus,Unknown,34.1712166845382,13.4688557549238,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun25_2021_032754PM,A2,Excluded,12.06.19/05 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,A3,Excluded,12.06.19/07 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,A4,,12.06.19/09 (1:5),niloticus,Unknown,33.2296625038803,25.5207052145386,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun25_2021_032754PM,A5,,12.06.19/11 (1:5),niloticus,Unknown,32.8897794772349,32.143060530642,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun25_2021_032754PM,A6,,12.06.19/13 (1:5),niloticus,Unknown,32.0681626258567,56.1426251342402,Auto,0.249,Auto,3,29
samples-template-niloticus_Jun25_2021_032754PM,A7,,12.06.19/15 (1:5),niloticus,Unknown,35.6696611333857,4.87082283528108,Auto,0.249,Auto,3,33
samples-template-niloticus_Jun25_2021_032754PM,A8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,B1,,12.06.19/02 (1:5),niloticus,Unknown,33.346167799621,23.5802239237745,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun25_2021_032754PM,B2,Excluded,12.06.19/05 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,B3,Excluded,12.06.19/07 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,B4,,12.06.19/09 (1:5),niloticus,Unknown,32.4787780670456,42.4860994196826,Auto,0.249,Auto,3,29
samples-template-niloticus_Jun25_2021_032754PM,B5,,12.06.19/11 (1:5),niloticus,Unknown,33.5928491935808,19.9447409180845,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun25_2021_032754PM,B6,,12.06.19/13 (1:5),niloticus,Unknown,31.8240831129194,66.2590537708444,Auto,0.249,Auto,3,28
samples-template-niloticus_Jun25_2021_032754PM,B7,,12.06.19/15 (1:5),niloticus,Unknown,34.2877533745935,12.4444784776279,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun25_2021_032754PM,B8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,C1,,12.06.19/02 (1:5),niloticus,Unknown,34.1797572093099,13.3910006017942,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun25_2021_032754PM,C2,Excluded,12.06.19/05 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,C3,Excluded,12.06.19/07 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,C4,,12.06.19/09 (1:5),niloticus,Unknown,32.9820988620897,30.1906369582167,Auto,0.249,Auto,3,29
samples-template-niloticus_Jun25_2021_032754PM,C5,,12.06.19/11 (1:5),niloticus,Unknown,32.9496763661041,30.8624319359506,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun25_2021_032754PM,C6,,12.06.19/13 (1:5),niloticus,Unknown,32.9653196506465,30.5364566229068,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun25_2021_032754PM,C7,,12.06.19/15 (1:5),niloticus,Unknown,33.5142252315988,21.0380778662368,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun25_2021_032754PM,C8,Excluded,niloticus-synthetic,niloticus,Standard,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,D1,,12.06.19/04 (1:5),niloticus,Unknown,35.0584073004515,7.37555384421276,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun25_2021_032754PM,D2,Excluded,12.06.19/06 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,D3,,12.06.19/08 (1:5),niloticus,Unknown,32.4577777727033,43.0960597689788,Auto,0.249,Auto,3,29
samples-template-niloticus_Jun25_2021_032754PM,D4,,12.06.19/10 (1:5),niloticus,Unknown,33.1235447703495,27.4268072494866,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun25_2021_032754PM,D5,,12.06.19/12 (1:5),niloticus,Unknown,32.4928403104409,42.0824905147354,Auto,0.249,Auto,3,29
samples-template-niloticus_Jun25_2021_032754PM,D6,,12.06.19/14 (1:5),niloticus,Unknown,36.8575978899068,2.17474793635324,Auto,0.249,Auto,3,33
samples-template-niloticus_Jun25_2021_032754PM,D7,,12.06.19/16 (1:5),niloticus,Unknown,34.6863523219566,9.49452416164741,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun25_2021_032754PM,D8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,E1,Excluded,12.06.19/04 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,E2,Excluded,12.06.19/06 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,E3,,12.06.19/08 (1:5),niloticus,Unknown,33.4610673345986,21.8110484809569,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun25_2021_032754PM,E4,,12.06.19/10 (1:5),niloticus,Unknown,33.311427216994,24.1428839062182,Auto,0.249,Auto,3,30
samples-template-niloticus_Jun25_2021_032754PM,E5,,12.06.19/12 (1:5),niloticus,Unknown,32.6833197479621,36.978539605978,Auto,0.249,Auto,3,29
samples-template-niloticus_Jun25_2021_032754PM,E6,,12.06.19/14 (1:5),niloticus,Unknown,37.2120090918143,1.70974598624206,Auto,0.249,Auto,3,33
samples-template-niloticus_Jun25_2021_032754PM,E7,,12.06.19/16 (1:5),niloticus,Unknown,36.4435163422724,2.88055757438514,Auto,0.249,Auto,3,31
samples-template-niloticus_Jun25_2021_032754PM,E8,Excluded,,niloticus,NTC,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,F1,,12.06.19/04 (1:5),niloticus,Unknown,36.010293176795,3.86533353617362,Auto,0.249,Auto,3,33
samples-template-niloticus_Jun25_2021_032754PM,F2,Excluded,12.06.19/06 (1:5),niloticus,Unknown,,,Auto,,Auto,,
samples-template-niloticus_Jun25_2021_032754PM,F3,,12.06.19/08 (1:5),niloticus,Unknown,33.5039178804136,21.1857857270932,Auto,0.249,Auto,3,30
