experiment,well,exclude,sample,assay,role,cq,copies,thresholdSetting,thresholdCq,baselineSetting,baselineStart,baselineEnd
samples-template-leucostictus_Aug06_2021_044847PM,F2,Excluded,MG12/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug06_2021_044847PM,F3,,MG13/02 (1:5),leucostictus,Unknown,35.8675594586587,2.07491705434295,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug06_2021_044847PM,F4,,MG14/01 (1:5),leucostictus,Unknown,33.5649489729359,9.56551485501264,Auto,0.398,Auto,3,31
samples-template-leucostictus_Aug06_2021_044847PM,F5,,MG14/03 (1:5),leucostictus,Unknown,34.0993232075341,6.70933669862302,Auto,0.398,Auto,3,30
samples-template-leucostictus_Aug06_2021_044847PM,F6,,MG16/01 (1:5),leucostictus,Unknown,33.9892586453229,7.21779839813245,Auto,0.398,Auto,3,31
samples-template-leucostictus_Aug06_2021_044847PM,F7,Excluded,MG18/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug06_2021_044847PM,F8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,A1,Excluded,MG18/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,A2,,MG17/01 (1:5),leucostictus,Unknown,36.5132992430394,1.35167355666305,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug09_2021_050033PM,A3,,MG17/03 (1:5),leucostictus,Unknown,35.8796878181503,2.05828185403886,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug09_2021_050033PM,A4,Excluded,MG19/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,A5,Excluded,MG20/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,A6,Excluded,MG20/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,A7,,MG21/02 (1:5),leucostictus,Unknown,35.2263921120693,3.17549693024105,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug09_2021_050033PM,A8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,B1,Excluded,MG18/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,B2,Excluded,MG17/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,B3,,MG17/03 (1:5),leucostictus,Unknown,37.3671047468708,0.766954757992182,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug09_2021_050033PM,B4,Excluded,MG19/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,B5,Excluded,MG20/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,B6,,MG20/03 (1:5),leucostictus,Unknown,36.289839006381,1.56776983207157,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug09_2021_050033PM,B7,Excluded,MG21/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,B8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,C1,Excluded,MG18/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,C2,Excluded,MG17/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,C3,Excluded,MG17/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,C4,Excluded,MG19/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,C5,Excluded,MG20/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,C6,Excluded,MG20/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,C7,,MG21/02 (1:5),leucostictus,Unknown,34.9543581528525,3.80384786875678,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug09_2021_050033PM,C8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,D1,Excluded,field control 23/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,D2,Excluded,MG17/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,D3,Excluded,MG19/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,D4,Excluded,MG19/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,D5,Excluded,MG20/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,D6,,MG21/01 (1:5),leucostictus,Unknown,35.1250785818038,3.39636571668023,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug09_2021_050033PM,D7,Excluded,MG21/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,D8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,E1,Excluded,field control 23/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,E2,,MG17/02 (1:5),leucostictus,Unknown,35.7364176146477,2.26360813270869,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug09_2021_050033PM,E3,,MG19/01 (1:5),leucostictus,Unknown,35.2038838884986,3.2232908735948,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug09_2021_050033PM,E4,Excluded,MG19/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,E5,Excluded,MG20/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,E6,,MG21/01 (1:5),leucostictus,Unknown,37.0223302524449,0.964157580234854,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug09_2021_050033PM,E7,Excluded,MG21/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,E8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,F1,Excluded,field control 23/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,F2,,MG17/02 (1:5),leucostictus,Unknown,34.722387506037,4.43697189094989,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug09_2021_050033PM,F3,Excluded,MG19/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,F4,Excluded,MG19/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,F5,Excluded,MG20/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,F6,Excluded,MG21/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug09_2021_050033PM,F7,,MG21/03 (1:5),leucostictus,Unknown,35.646999790123,2.40201194180517,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug09_2021_050033PM,F8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,A1,Excluded,field control 24/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,A2,,MG22/01 (1:5),leucostictus,Unknown,39.4499324140273,0.192491978984077,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug10_2021_033754PM,A3,Excluded,MG22/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,A4,Excluded,MG23/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,A5,Excluded,MG24/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,A6,Excluded,MG24/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,A7,,MG25/02 (1:5),leucostictus,Unknown,35.2628219672778,3.09963892238722,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug10_2021_033754PM,A8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,B1,Excluded,field control 24/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,B2,Excluded,MG22/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,B3,Excluded,MG22/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,B4,Excluded,MG23/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,B5,Excluded,MG24/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,B6,Excluded,MG24/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,B7,,MG25/02 (1:5),leucostictus,Unknown,37.1649957109561,0.877053189496044,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug10_2021_033754PM,B8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,C1,Excluded,field control 24/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,C2,Excluded,MG22/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,C3,,MG22/03 (1:5),leucostictus,Unknown,36.2235590043833,1.63827552094904,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug10_2021_033754PM,C4,Excluded,MG23/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,C5,Excluded,MG24/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,C6,Excluded,MG24/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,C7,,MG25/02 (1:5),leucostictus,Unknown,36.0578770546099,1.82870366356041,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug10_2021_033754PM,C8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,D1,Excluded,lab control 19/05 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,D2,Excluded,MG22/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,D3,Excluded,MG23/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,D4,Excluded,MG23/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,D5,Excluded,MG24/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,D6,,MG25/01 (1:5),leucostictus,Unknown,37.4017220099681,0.749534484408598,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug10_2021_033754PM,D7,Excluded,MG25/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,D8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,E1,Excluded,lab control 19/05 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,E2,Excluded,MG22/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,E3,Excluded,MG23/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,E4,Excluded,MG23/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,E5,Excluded,MG24/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,E6,,MG25/01 (1:5),leucostictus,Unknown,37.1311727206305,0.896964216121323,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug10_2021_033754PM,E7,,MG25/03 (1:5),leucostictus,Unknown,35.0769688804153,3.50656307159639,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug10_2021_033754PM,E8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,F1,Excluded,lab control 19/05 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,F2,,MG22/02 (1:5),leucostictus,Unknown,36.765527141737,1.1433239512131,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug10_2021_033754PM,F3,Excluded,MG23/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,F4,Excluded,MG23/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,F5,Excluded,MG24/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug10_2021_033754PM,F6,,MG25/01 (1:5),leucostictus,Unknown,35.9387469239876,1.97916301892503,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug10_2021_033754PM,F7,,MG25/03 (1:5),leucostictus,Unknown,38.6723095968179,0.322519298670659,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug10_2021_033754PM,F8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,A1,Excluded,MG26/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,A2,Excluded,MG26/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,A3,Excluded,MG27/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,A4,Excluded,MG27/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,A5,Excluded,MG28/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,A6,Excluded,MG29/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,A7,,MG29/03 (1:5),leucostictus,Unknown,35.5449809479957,2.57028459584246,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug11_2021_020640PM,A8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,B1,Excluded,MG26/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,B2,Excluded,MG26/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,B3,Excluded,MG27/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,B4,Excluded,MG27/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,B5,Excluded,MG28/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,B6,,MG29/01 (1:5),leucostictus,Unknown,35.2208384410207,3.1872233247868,Auto,0.398,Auto,3,31
samples-template-leucostictus_Aug11_2021_020640PM,B7,,MG29/03 (1:5),leucostictus,Unknown,35.4524154636794,2.7331433834616,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug11_2021_020640PM,B8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,C1,Excluded,MG26/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,C2,Excluded,MG26/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,C3,Excluded,MG27/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,C4,Excluded,MG27/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,C5,Excluded,MG28/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,C6,Excluded,MG29/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,C7,,MG29/03 (1:5),leucostictus,Unknown,35.1004904377189,3.4522462683787,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug11_2021_020640PM,C8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,D1,Excluded,MG26/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,D2,Excluded,field control 25/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,D3,Excluded,MG27/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,D4,Excluded,MG28/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,D5,Excluded,MG28/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,D6,Excluded,MG29/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,D7,Excluded,field control 27/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,D8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,E1,Excluded,MG26/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,E2,Excluded,field control 25/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,E3,Excluded,MG27/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,E4,Excluded,MG28/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,E5,Excluded,MG28/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,E6,Excluded,MG29/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,E7,Excluded,field control 27/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,E8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,F1,Excluded,MG26/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,F2,Excluded,field control 25/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,F3,Excluded,MG27/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,F4,Excluded,MG28/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,F5,Excluded,MG28/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,F6,,MG29/02 (1:5),leucostictus,Unknown,35.684595440718,2.34281793603544,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug11_2021_020640PM,F7,Excluded,field control 27/10 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug11_2021_020640PM,F8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,A1,,MG30/01 (1:5),leucostictus,Unknown,34.4256308798136,5.40286623167674,Auto,0.398,Auto,3,31
samples-template-leucostictus_Aug12_2021_044604PM,A2,,MG30/03 (1:5),leucostictus,Unknown,34.3797557448461,5.56989908858284,Auto,0.398,Auto,3,31
samples-template-leucostictus_Aug12_2021_044604PM,A3,,MG31/02 (1:5),leucostictus,Unknown,35.8406984342498,2.1122396895795,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug12_2021_044604PM,A4,Excluded,MG32/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,A5,Excluded,MG32/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,A6,Excluded,MG33/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,A7,Excluded,MG34/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,A8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,B1,,MG30/01 (1:5),leucostictus,Unknown,34.5473340761632,4.98361309755358,Auto,0.398,Auto,3,31
samples-template-leucostictus_Aug12_2021_044604PM,B2,,MG30/03 (1:5),leucostictus,Unknown,34.1220085480406,6.60907580467391,Auto,0.398,Auto,3,31
samples-template-leucostictus_Aug12_2021_044604PM,B3,Excluded,MG31/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,B4,Excluded,MG32/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,B5,Excluded,MG32/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,B6,Excluded,MG33/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,B7,Excluded,MG34/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,B8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,C1,,MG30/01 (1:5),leucostictus,Unknown,34.106986302562,6.67529965246281,Auto,0.398,Auto,3,31
samples-template-leucostictus_Aug12_2021_044604PM,C2,,MG30/03 (1:5),leucostictus,Unknown,34.6027601198673,4.80361552253389,Auto,0.398,Auto,3,31
samples-template-leucostictus_Aug12_2021_044604PM,C3,,MG31/02 (1:5),leucostictus,Unknown,37.4572151593155,0.722430706190841,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug12_2021_044604PM,C4,Excluded,MG32/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,C5,Excluded,MG32/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,C6,Excluded,MG33/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,C7,Excluded,MG34/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,C8,Excluded,leucostictus-synthetic,leucostictus,Standard,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,D1,,MG30/02 (1:5),leucostictus,Unknown,35.531800568033,2.59286762014404,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug12_2021_044604PM,D2,,MG31/01 (1:5),leucostictus,Unknown,34.809379496511,4.18805123978909,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug12_2021_044604PM,D3,Excluded,MG31/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,D4,Excluded,MG32/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,D5,Excluded,MG33/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,D6,Excluded,MG33/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,D7,,MG34/02 (1:5),leucostictus,Unknown,36.0274250915492,1.866039577503,Auto,0.398,Auto,3,32
samples-template-leucostictus_Aug12_2021_044604PM,D8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,E1,,MG30/02 (1:5),leucostictus,Unknown,34.8925544455637,3.96312275877802,Auto,0.398,Auto,3,31
samples-template-leucostictus_Aug12_2021_044604PM,E2,Excluded,MG31/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,E3,,MG31/03 (1:5),leucostictus,Unknown,37.7145501799183,0.609006035976403,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug12_2021_044604PM,E4,Excluded,MG32/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,E5,Excluded,MG33/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,E6,Excluded,MG33/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,E7,Excluded,MG34/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,E8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,F1,,MG30/02 (1:5),leucostictus,Unknown,34.0429568153318,6.96508968962377,Auto,0.398,Auto,3,31
samples-template-leucostictus_Aug12_2021_044604PM,F2,,MG31/01 (1:5),leucostictus,Unknown,37.3206226112593,0.790984222176159,Auto,0.398,Auto,3,33
samples-template-leucostictus_Aug12_2021_044604PM,F3,Excluded,MG31/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,F4,Excluded,MG32/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,F5,Excluded,MG33/01 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,F6,Excluded,MG33/03 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,F7,Excluded,MG34/02 (1:5),leucostictus,Unknown,,,Auto,,Auto,,
samples-template-leucostictus_Aug12_2021_044604PM,F8,Excluded,,leucostictus,NTC,,,Auto,,Auto,,
